,SP500,Date,Returns
299,2747.33,2018-03-15,-2.150000000000091
300,2752.01,2018-03-16,4.680000000000291
301,2712.92,2018-03-19,-39.090000000000146
302,2716.94,2018-03-20,4.019999999999982
303,2711.93,2018-03-21,-5.010000000000218
304,2643.69,2018-03-22,-68.23999999999978
305,2588.26,2018-03-23,-55.429999999999836
306,2658.55,2018-03-26,70.28999999999996
307,2612.62,2018-03-27,-45.93000000000029
308,2605.0,2018-03-28,-7.619999999999891
309,2640.87,2018-03-29,35.86999999999989
311,2581.88,2018-04-02,-58.98999999999978
312,2614.45,2018-04-03,32.56999999999971
313,2644.69,2018-04-04,30.240000000000236
314,2662.84,2018-04-05,18.15000000000009
315,2604.47,2018-04-06,-58.370000000000346
316,2613.16,2018-04-09,8.690000000000055
317,2656.87,2018-04-10,43.710000000000036
318,2642.19,2018-04-11,-14.679999999999836
319,2663.99,2018-04-12,21.799999999999727
320,2656.3,2018-04-13,-7.6899999999996
321,2677.84,2018-04-16,21.539999999999964
322,2706.39,2018-04-17,28.549999999999727
323,2708.64,2018-04-18,2.25
324,2693.13,2018-04-19,-15.509999999999764
325,2670.14,2018-04-20,-22.990000000000236
326,2670.29,2018-04-23,0.15000000000009095
327,2634.56,2018-04-24,-35.73000000000002
328,2639.4,2018-04-25,4.8400000000001455
329,2666.94,2018-04-26,27.539999999999964
330,2669.91,2018-04-27,2.9699999999998
331,2648.05,2018-04-30,-21.859999999999673
332,2654.8,2018-05-01,6.75
333,2635.67,2018-05-02,-19.13000000000011
334,2629.73,2018-05-03,-5.940000000000055
335,2663.42,2018-05-04,33.690000000000055
336,2672.63,2018-05-07,9.210000000000036
337,2671.92,2018-05-08,-0.7100000000000364
338,2697.79,2018-05-09,25.86999999999989
339,2723.07,2018-05-10,25.2800000000002
340,2727.72,2018-05-11,4.649999999999636
341,2730.13,2018-05-14,2.4100000000003092
342,2711.45,2018-05-15,-18.68000000000029
343,2722.46,2018-05-16,11.010000000000218
344,2720.13,2018-05-17,-2.3299999999999272
345,2712.97,2018-05-18,-7.160000000000309
346,2733.01,2018-05-21,20.04000000000042
347,2724.44,2018-05-22,-8.570000000000164
348,2733.29,2018-05-23,8.849999999999909
349,2727.76,2018-05-24,-5.529999999999745
350,2721.33,2018-05-25,-6.430000000000291
352,2689.86,2018-05-29,-31.4699999999998
353,2724.01,2018-05-30,34.15000000000009
354,2705.27,2018-05-31,-18.740000000000236
355,2734.62,2018-06-01,29.34999999999991
356,2746.87,2018-06-04,12.25
357,2748.8,2018-06-05,1.930000000000291
358,2772.35,2018-06-06,23.549999999999727
359,2770.37,2018-06-07,-1.9800000000000182
